epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
362,34439.1,0.53473,0.62064,0.31449,0.00657,0.02616,0.60064,0.35774,0.4105,0.30718,0.60371,0.35933,0.40782,0.2625,1.29666,3.14671,2.37388,0.01968,0,0.00028522,0.00028522,0.00028522
363,34534.1,0.54334,0.63855,0.34373,0.00661,0.02735,0.53625,0.37801,0.41011,0.30987,0.539,0.37971,0.41024,0.26587,1.30364,3.16538,2.40467,0.0197,0,0.00028324,0.00028324,0.00028324
364,34628.9,0.54846,0.62239,0.32875,0.00653,0.02905,0.62084,0.36348,0.42085,0.31321,0.62222,0.36511,0.41976,0.27163,1.29466,3.16581,2.3932,0.01943,0,0.00028126,0.00028126,0.00028126
365,34724,0.52867,0.62009,0.33627,0.00627,0.02649,0.59507,0.36556,0.42004,0.3127,0.5967,0.36748,0.42068,0.26969,1.29309,3.13915,2.43917,0.0192,0,0.00027928,0.00027928,0.00027928
366,34819,0.54152,0.63477,0.34383,0.00629,0.0277,0.61567,0.37479,0.42249,0.31658,0.61331,0.37888,0.41865,0.27252,1.30992,3.12149,2.37036,0.01959,0,0.0002773,0.0002773,0.0002773
367,34913.8,0.5361,0.6611,0.36465,0.00636,0.02902,0.52743,0.40505,0.42161,0.31397,0.5285,0.40385,0.41937,0.2772,1.30328,3.13031,2.41536,0.01949,0,0.00027532,0.00027532,0.00027532
368,35008.7,0.521,0.60908,0.3408,0.00641,0.02872,0.59775,0.37382,0.42166,0.31612,0.5996,0.37423,0.42046,0.27673,1.29994,3.14753,2.39891,0.01965,0,0.00027334,0.00027334,0.00027334
369,35103.6,0.52021,0.6359,0.31312,0.00651,0.02748,0.58841,0.38358,0.4185,0.31213,0.58811,0.38422,0.41974,0.27403,1.30472,3.2194,2.42784,0.01951,0,0.00027136,0.00027136,0.00027136
370,35198.4,0.52631,0.62936,0.33795,0.00631,0.02649,0.67049,0.34507,0.41379,0.30665,0.67365,0.34724,0.41876,0.26535,1.2896,3.24458,2.46179,0.01919,0,0.00026938,0.00026938,0.00026938
371,35293.1,0.51117,0.60012,0.32894,0.00616,0.02612,0.61397,0.35754,0.39623,0.29225,0.61727,0.35991,0.39574,0.25168,1.29289,3.22788,2.5024,0.01911,0,0.0002674,0.0002674,0.0002674
372,35388.6,0.49183,0.60402,0.33499,0.00591,0.02578,0.56245,0.37557,0.40624,0.30046,0.56462,0.37825,0.40312,0.25979,1.28968,3.19857,2.47124,0.01918,0,0.00026542,0.00026542,0.00026542
373,35483.2,0.50542,0.58298,0.2937,0.00586,0.02667,0.57571,0.38148,0.40592,0.29995,0.57746,0.38285,0.40048,0.25805,1.2896,3.15828,2.44469,0.01902,0,0.00026344,0.00026344,0.00026344
374,35577.7,0.51343,0.6496,0.34514,0.00618,0.02792,0.5687,0.38169,0.40269,0.29866,0.56392,0.38247,0.40006,0.25776,1.29776,3.19309,2.43114,0.01929,0,0.00026146,0.00026146,0.00026146
375,35672.6,0.53748,0.62321,0.36818,0.00625,0.02828,0.61487,0.37257,0.39355,0.29105,0.61513,0.37285,0.38999,0.25079,1.28834,3.20675,2.48129,0.01935,0,0.00025948,0.00025948,0.00025948
376,35767.9,0.50981,0.61008,0.33605,0.00609,0.02711,0.57672,0.37927,0.39827,0.29186,0.57044,0.3749,0.39338,0.25146,1.29669,3.25228,2.48576,0.01956,0,0.0002575,0.0002575,0.0002575
377,35862.9,0.52708,0.60906,0.34723,0.00628,0.02675,0.56885,0.38602,0.40604,0.29818,0.5582,0.38998,0.4004,0.26165,1.29176,3.28137,2.42444,0.01966,0,0.00025552,0.00025552,0.00025552
378,35957.8,0.53039,0.65026,0.34523,0.00597,0.03106,0.63848,0.36525,0.40797,0.30773,0.55593,0.39417,0.40395,0.26118,1.29337,3.24505,2.3753,0.01958,0,0.00025354,0.00025354,0.00025354
379,36053,0.50282,0.60066,0.30666,0.00617,0.02484,0.64231,0.37491,0.4326,0.32446,0.64386,0.3759,0.43258,0.27956,1.28501,3.26798,2.3512,0.01941,0,0.00025156,0.00025156,0.00025156
380,36147.7,0.52282,0.62884,0.33544,0.00594,0.02791,0.55556,0.39943,0.40761,0.30109,0.54947,0.39453,0.40124,0.25871,1.28619,3.29915,2.46882,0.01932,0,0.00024958,0.00024958,0.00024958
381,36242.7,0.5415,0.59379,0.34671,0.00639,0.02767,0.58621,0.40967,0.44284,0.31457,0.57344,0.4006,0.42932,0.27528,1.3125,3.30248,2.43175,0.01992,0,0.0002476,0.0002476,0.0002476
382,36337.5,0.53319,0.63132,0.36317,0.00623,0.02683,0.59366,0.41988,0.43595,0.3168,0.63988,0.37459,0.42414,0.27506,1.30835,3.25674,2.42419,0.01974,0,0.00024562,0.00024562,0.00024562
383,36432.4,0.47907,0.59482,0.27491,0.00558,0.02376,0.62992,0.38411,0.44727,0.32945,0.62235,0.37967,0.44035,0.28902,1.30794,3.23048,2.35209,0.02001,0,0.00024364,0.00024364,0.00024364
384,36527.3,0.4949,0.58114,0.3183,0.00574,0.0264,0.61506,0.37367,0.43959,0.32869,0.61498,0.36551,0.43522,0.28506,1.30876,3.20439,2.38679,0.02023,0,0.00024166,0.00024166,0.00024166
385,36622.2,0.52597,0.66851,0.37065,0.00635,0.02716,0.65721,0.37585,0.44048,0.32811,0.65735,0.37724,0.43533,0.28327,1.2947,3.21612,2.37738,0.0199,0,0.00023968,0.00023968,0.00023968
386,36716.9,0.50938,0.61487,0.30894,0.00601,0.02357,0.60532,0.39115,0.42848,0.31768,0.6091,0.38869,0.42205,0.27134,1.31121,3.25914,2.38129,0.02021,0,0.0002377,0.0002377,0.0002377
387,36811.9,0.49057,0.55688,0.28739,0.00619,0.02629,0.62831,0.36258,0.43451,0.32627,0.58113,0.38357,0.43157,0.27999,1.31692,3.2899,2.31028,0.02041,0,0.00023572,0.00023572,0.00023572
388,36906.5,0.52746,0.61023,0.33617,0.00608,0.02767,0.5708,0.39717,0.41541,0.31057,0.54257,0.40039,0.41088,0.26603,1.30269,3.28466,2.35366,0.02013,0,0.00023374,0.00023374,0.00023374
389,37001.3,0.47194,0.5797,0.30365,0.00565,0.0256,0.50421,0.41248,0.41706,0.31464,0.5077,0.41294,0.41329,0.26945,1.3031,3.2721,2.33252,0.02006,0,0.00023176,0.00023176,0.00023176
390,37096.3,0.53394,0.65595,0.38202,0.00641,0.02988,0.52499,0.41501,0.41409,0.31013,0.5258,0.411,0.403,0.26653,1.30794,3.22887,2.32753,0.0201,0,0.00022978,0.00022978,0.00022978
391,37191.3,0.52002,0.5692,0.31203,0.00613,0.02701,0.6259,0.38434,0.4357,0.32493,0.6176,0.38167,0.42544,0.27975,1.2957,3.24011,2.32326,0.01966,0,0.0002278,0.0002278,0.0002278
392,37286.1,0.50667,0.59183,0.31727,0.0058,0.026,0.58276,0.38562,0.4167,0.31436,0.57206,0.39279,0.41296,0.26835,1.3025,3.22226,2.33705,0.02003,0,0.00022582,0.00022582,0.00022582
393,37381.1,0.4906,0.54953,0.29743,0.00589,0.02479,0.65855,0.37098,0.41407,0.30698,0.65493,0.36839,0.40808,0.26922,1.29194,3.21282,2.35254,0.0199,0,0.00022384,0.00022384,0.00022384
394,37475.9,0.52299,0.62641,0.34933,0.00631,0.02634,0.624,0.35489,0.41527,0.31079,0.61934,0.35198,0.40953,0.2717,1.29842,3.25822,2.34154,0.01997,0,0.00022186,0.00022186,0.00022186
395,37570.6,0.5074,0.62745,0.33288,0.00584,0.02627,0.64295,0.35575,0.4129,0.31148,0.64003,0.35342,0.40756,0.27166,1.30822,3.25625,2.35258,0.02012,0,0.00021988,0.00021988,0.00021988
396,37665.2,0.51679,0.6493,0.31207,0.0061,0.0269,0.65198,0.3475,0.4166,0.31287,0.63769,0.34377,0.40603,0.2711,1.29534,3.21618,2.37678,0.01968,0,0.0002179,0.0002179,0.0002179
397,37760.1,0.4948,0.59371,0.29054,0.00604,0.0249,0.63701,0.35332,0.41542,0.31143,0.6298,0.35058,0.4053,0.26976,1.29574,3.21831,2.40345,0.01959,0,0.00021592,0.00021592,0.00021592
398,37855.3,0.50147,0.5859,0.30374,0.0062,0.02532,0.50417,0.41634,0.41549,0.31141,0.5056,0.41793,0.4097,0.27291,1.30763,3.2389,2.40342,0.01995,0,0.00021394,0.00021394,0.00021394
399,37949.8,0.51991,0.60741,0.34129,0.00594,0.02826,0.50905,0.4091,0.40753,0.31103,0.50504,0.40386,0.40048,0.26756,1.29894,3.24305,2.43651,0.02002,0,0.00021196,0.00021196,0.00021196
400,38044.8,0.52353,0.61962,0.35836,0.00619,0.02691,0.58989,0.40376,0.4051,0.30591,0.58527,0.40083,0.399,0.26741,1.29803,3.29427,2.48515,0.01987,0,0.00020998,0.00020998,0.00020998
401,38139.4,0.48026,0.60646,0.31388,0.00563,0.02563,0.57623,0.40184,0.39853,0.29948,0.57326,0.399,0.39112,0.26402,1.28622,3.33235,2.47796,0.01957,0,0.000208,0.000208,0.000208
402,38234.4,0.49801,0.5826,0.30549,0.00597,0.02795,0.5408,0.40479,0.41159,0.31083,0.53561,0.39943,0.40238,0.26781,1.28224,3.34774,2.46304,0.01936,0,0.00020602,0.00020602,0.00020602
403,38329.4,0.52268,0.6257,0.34564,0.00618,0.02684,0.6059,0.37468,0.40821,0.3108,0.60166,0.372,0.40143,0.27113,1.28307,3.3522,2.43634,0.01936,0,0.00020404,0.00020404,0.00020404
404,38424.2,0.47713,0.57325,0.30244,0.00592,0.02664,0.56791,0.41976,0.4366,0.32496,0.56447,0.4154,0.42782,0.28453,1.27868,3.30287,2.40995,0.01921,0,0.00020206,0.00020206,0.00020206
405,38519,0.49555,0.57256,0.30696,0.00588,0.02615,0.5624,0.40343,0.44228,0.3256,0.55804,0.40003,0.43265,0.28517,1.28443,3.32251,2.3855,0.01952,0,0.00020008,0.00020008,0.00020008
406,38613.7,0.47891,0.57507,0.28521,0.00588,0.02444,0.61907,0.37111,0.40599,0.30596,0.61467,0.36854,0.39836,0.26814,1.28302,3.34433,2.39094,0.01957,0,0.0001981,0.0001981,0.0001981
407,38708.4,0.4775,0.60693,0.30286,0.00583,0.02538,0.5409,0.40119,0.40557,0.3065,0.53571,0.39622,0.40052,0.26712,1.29573,3.35813,2.35792,0.01967,0,0.00019612,0.00019612,0.00019612
408,38803.3,0.51653,0.63215,0.34142,0.00555,0.02621,0.64328,0.36826,0.40742,0.30597,0.63879,0.3658,0.40148,0.26602,1.29058,3.40427,2.36226,0.01962,0,0.00019414,0.00019414,0.00019414
409,38898.2,0.47596,0.62888,0.3251,0.00554,0.02663,0.5729,0.39512,0.40847,0.30906,0.56062,0.38683,0.3975,0.26918,1.29084,3.39545,2.34968,0.01973,0,0.00019216,0.00019216,0.00019216
410,38993,0.49155,0.57981,0.31059,0.00559,0.02368,0.63373,0.36874,0.41175,0.31069,0.62175,0.36167,0.40176,0.26838,1.29375,3.37917,2.37078,0.01976,0,0.00019018,0.00019018,0.00019018
411,39087.9,0.48379,0.59927,0.3075,0.00595,0.02492,0.64515,0.35031,0.41093,0.30943,0.6323,0.34331,0.39792,0.26454,1.28445,3.33331,2.41837,0.01931,0,0.0001882,0.0001882,0.0001882
412,39182.7,0.491,0.61162,0.32086,0.00596,0.02595,0.60941,0.36493,0.41157,0.3098,0.59814,0.35829,0.4048,0.26626,1.2865,3.31175,2.40228,0.01943,0,0.00018622,0.00018622,0.00018622
413,39277.6,0.48255,0.58525,0.31074,0.0055,0.0263,0.57692,0.3766,0.40525,0.30247,0.56602,0.3692,0.39403,0.26415,1.28955,3.32856,2.43352,0.01934,0,0.00018424,0.00018424,0.00018424
414,39372.7,0.48264,0.57674,0.31434,0.00602,0.02651,0.61427,0.35697,0.40876,0.3071,0.61051,0.35503,0.40055,0.26266,1.29579,3.33394,2.43795,0.01956,0,0.00018226,0.00018226,0.00018226
415,39467.3,0.49261,0.59859,0.30631,0.00587,0.02416,0.61573,0.3569,0.40991,0.3079,0.61123,0.35501,0.40515,0.26696,1.28115,3.3363,2.43874,0.01947,0,0.00018028,0.00018028,0.00018028
416,39563.1,0.50785,0.66553,0.39255,0.00607,0.02863,0.63982,0.36283,0.40833,0.30511,0.63553,0.36059,0.40306,0.26527,1.29667,3.30209,2.3621,0.01953,0,0.0001783,0.0001783,0.0001783
417,39657.9,0.47448,0.56874,0.2945,0.00568,0.02597,0.61327,0.36867,0.41091,0.31185,0.60879,0.36626,0.40502,0.26863,1.27649,3.28342,2.32348,0.01921,0,0.00017632,0.00017632,0.00017632
418,39752.7,0.49188,0.65727,0.30975,0.00566,0.02612,0.6071,0.37288,0.41086,0.31011,0.60214,0.36991,0.40575,0.26707,1.28266,3.30395,2.27365,0.01929,0,0.00017434,0.00017434,0.00017434
419,39847.5,0.51717,0.62977,0.33213,0.00534,0.02672,0.60895,0.37644,0.40721,0.30937,0.60353,0.37347,0.40477,0.26681,1.28914,3.26616,2.32881,0.01934,0,0.00017236,0.00017236,0.00017236
420,39942.2,0.49123,0.60509,0.32913,0.0055,0.02843,0.6446,0.36256,0.41111,0.3114,0.63955,0.36024,0.40686,0.2686,1.28635,3.28818,2.32833,0.0194,0,0.00017038,0.00017038,0.00017038
421,40036.8,0.50336,0.59242,0.32591,0.0059,0.02419,0.60805,0.3694,0.41385,0.31224,0.60261,0.36646,0.40646,0.26885,1.30614,3.34526,2.35272,0.01989,0,0.0001684,0.0001684,0.0001684
422,40131.6,0.49978,0.62689,0.34118,0.00603,0.0274,0.59578,0.37998,0.4095,0.31018,0.59086,0.37689,0.40168,0.26696,1.27578,3.33304,2.39255,0.01933,0,0.00016642,0.00016642,0.00016642
423,40226.4,0.47713,0.54444,0.29225,0.00547,0.02391,0.58917,0.38291,0.41188,0.31234,0.58422,0.37994,0.40323,0.26587,1.27674,3.35022,2.39584,0.0193,0,0.00016444,0.00016444,0.00016444
424,40321,0.46024,0.60219,0.30421,0.00526,0.02434,0.61097,0.37606,0.40983,0.31536,0.60576,0.37328,0.40051,0.26794,1.27487,3.38806,2.41183,0.01914,0,0.00016246,0.00016246,0.00016246
425,40415.8,0.46224,0.54983,0.28905,0.0052,0.02271,0.60508,0.37635,0.40145,0.30851,0.60016,0.3732,0.39467,0.26166,1.28733,3.39191,2.40518,0.01931,0,0.00016048,0.00016048,0.00016048
426,40510.4,0.49611,0.60157,0.30238,0.00532,0.02343,0.62264,0.36395,0.39804,0.30646,0.61704,0.361,0.39344,0.26251,1.28033,3.35257,2.40036,0.01925,0,0.0001585,0.0001585,0.0001585
427,40604.9,0.47118,0.57905,0.28786,0.00531,0.02715,0.63288,0.36504,0.40094,0.30632,0.63126,0.36545,0.39836,0.25879,1.28715,3.28464,2.33817,0.01942,0,0.00015652,0.00015652,0.00015652
428,40699.4,0.47373,0.57637,0.29968,0.00513,0.02671,0.61021,0.36591,0.40374,0.30746,0.54854,0.39573,0.40235,0.26281,1.28954,3.30756,2.34777,0.01951,0,0.00015454,0.00015454,0.00015454
429,40794.2,0.48432,0.58878,0.32331,0.00525,0.0251,0.58291,0.39446,0.40142,0.30303,0.54503,0.39128,0.39607,0.25815,1.2969,3.36119,2.32953,0.01986,0,0.00015256,0.00015256,0.00015256
430,40889,0.4615,0.5927,0.30818,0.00538,0.02526,0.61304,0.36585,0.40497,0.30944,0.51773,0.40077,0.40078,0.26262,1.30522,3.37628,2.25698,0.01988,0,0.00015058,0.00015058,0.00015058
431,40983.6,0.48139,0.60488,0.32145,0.00576,0.02593,0.6181,0.36199,0.40675,0.3097,0.55922,0.38008,0.39711,0.26354,1.30077,3.37555,2.28648,0.01978,0,0.0001486,0.0001486,0.0001486
432,41078.5,0.44569,0.55419,0.27908,0.00559,0.02311,0.55627,0.40566,0.41148,0.31023,0.54549,0.39795,0.39777,0.2618,1.27486,3.31865,2.33199,0.01922,0,0.00014662,0.00014662,0.00014662
433,41173.3,0.44681,0.51502,0.26483,0.00539,0.02376,0.57045,0.37664,0.41157,0.31333,0.55909,0.36997,0.40311,0.26818,1.26616,3.3143,2.36926,0.01901,0,0.00014464,0.00014464,0.00014464
434,41268.1,0.48236,0.61395,0.31394,0.00519,0.02707,0.57103,0.37383,0.4047,0.30701,0.55974,0.36645,0.39625,0.26369,1.2821,3.28655,2.41455,0.01903,0,0.00014266,0.00014266,0.00014266
435,41362.9,0.46133,0.57944,0.28581,0.00558,0.02453,0.58495,0.37479,0.41098,0.31112,0.46181,0.40763,0.4039,0.26672,1.29106,3.34102,2.38278,0.01917,0,0.00014068,0.00014068,0.00014068
436,41457.6,0.45496,0.54886,0.30311,0.00533,0.02515,0.62012,0.3671,0.41062,0.30982,0.60984,0.36183,0.40547,0.26816,1.28865,3.28065,2.40463,0.01916,0,0.0001387,0.0001387,0.0001387
437,41552.3,0.47149,0.58706,0.3202,0.00572,0.02586,0.55083,0.39925,0.41474,0.31195,0.54858,0.39543,0.40717,0.26853,1.29434,3.2938,2.37943,0.0191,0,0.00013672,0.00013672,0.00013672
438,41647,0.49122,0.6553,0.34547,0.0051,0.02754,0.52519,0.41092,0.41558,0.31607,0.52134,0.41278,0.4118,0.26999,1.2931,3.31664,2.36168,0.01926,0,0.00013474,0.00013474,0.00013474
439,41741.4,0.4476,0.58886,0.28609,0.00504,0.02441,0.53591,0.43222,0.42314,0.31873,0.53385,0.42825,0.41746,0.27474,1.2914,3.32061,2.36853,0.01925,0,0.00013276,0.00013276,0.00013276
440,41836.1,0.49164,0.61795,0.31529,0.00529,0.0261,0.51146,0.43285,0.42071,0.31684,0.55617,0.4214,0.41508,0.27244,1.29578,3.34044,2.38495,0.0194,0,0.00013078,0.00013078,0.00013078
441,41930.7,0.42585,0.5106,0.27403,0.00543,0.02293,0.57667,0.42596,0.42413,0.32153,0.57557,0.42628,0.41732,0.27037,1.29043,3.3446,2.38126,0.01936,0,0.0001288,0.0001288,0.0001288
442,42025.6,0.45696,0.59808,0.3307,0.00544,0.02669,0.6255,0.38839,0.41986,0.31986,0.56683,0.41951,0.41599,0.27588,1.28464,3.32689,2.34862,0.01907,0,0.00012682,0.00012682,0.00012682
443,42120.5,0.454,0.54957,0.29463,0.00529,0.0269,0.56955,0.41982,0.41486,0.31459,0.56004,0.41978,0.4096,0.27149,1.29314,3.30541,2.30325,0.0192,0,0.00012484,0.00012484,0.00012484
444,42215,0.46395,0.58332,0.32016,0.00537,0.02958,0.54712,0.42129,0.41956,0.31638,0.54202,0.41091,0.41398,0.27227,1.29123,3.23997,2.35416,0.01917,0,0.00012286,0.00012286,0.00012286
445,42309.9,0.45827,0.59635,0.28741,0.0053,0.0231,0.57516,0.42113,0.42134,0.31798,0.56715,0.41107,0.4132,0.27095,1.29132,3.25283,2.35879,0.01904,0,0.00012088,0.00012088,0.00012088
446,42404.7,0.47728,0.59035,0.34184,0.00557,0.02425,0.53817,0.40695,0.41793,0.3146,0.52957,0.3977,0.4111,0.27146,1.28934,3.30009,2.3503,0.01909,0,0.0001189,0.0001189,0.0001189
447,42499.4,0.48614,0.59233,0.33658,0.00567,0.02788,0.55012,0.40488,0.40708,0.30669,0.54964,0.3868,0.39791,0.26381,1.28821,3.30566,2.35127,0.01905,0,0.00011692,0.00011692,0.00011692
448,42594.2,0.44868,0.5725,0.30123,0.00519,0.02387,0.52388,0.40236,0.40984,0.31193,0.51741,0.40087,0.40432,0.26961,1.29771,3.34565,2.33586,0.01918,0,0.00011494,0.00011494,0.00011494
449,42689.1,0.46235,0.58353,0.31989,0.0053,0.02507,0.60774,0.37637,0.4049,0.30662,0.59586,0.3681,0.39169,0.26286,1.29672,3.37728,2.33762,0.01911,0,0.00011296,0.00011296,0.00011296
450,42783.7,0.44602,0.57729,0.30048,0.00546,0.024,0.54269,0.41404,0.43051,0.32579,0.52713,0.40073,0.41878,0.28117,1.28103,3.42161,2.39309,0.01895,0,0.00011098,0.00011098,0.00011098
451,42878.3,0.44021,0.5299,0.27089,0.00533,0.02674,0.58031,0.4138,0.4385,0.32583,0.5646,0.40119,0.42614,0.28612,1.28696,3.41393,2.38271,0.01913,0,0.000109,0.000109,0.000109
452,42973,0.46514,0.57036,0.30458,0.00526,0.0259,0.56239,0.4174,0.43434,0.32298,0.54959,0.40796,0.42562,0.28334,1.27553,3.40776,2.36878,0.01899,0,0.00010702,0.00010702,0.00010702
453,43067.9,0.462,0.59543,0.31522,0.00511,0.02624,0.52447,0.41962,0.43016,0.32141,0.51918,0.41415,0.42534,0.28165,1.28317,3.398,2.38572,0.01893,0,0.00010504,0.00010504,0.00010504
